ID,PLANT_ID,Year,Month,Day,Hour,Minute,DC_POWER,AC_POWER,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,YIELD
692,Plant 1,2020,5,22,21,0,0,0,26.47521973,24.95710453,0,0
693,Plant 1,2020,5,22,21,15,0,0,26.42065647,25.20817047,0,0
694,Plant 1,2020,5,22,21,30,0,0,26.3497904,25.2258016,0,0
695,Plant 1,2020,5,22,21,45,0,0,24.900354,24.77943313,0,0
696,Plant 1,2020,5,22,22,0,0,0,23.9790038,23.40416887,0,0
697,Plant 1,2020,5,22,22,15,0,0,23.55884221,22.71218,0,0
698,Plant 1,2020,5,22,22,30,0,0,23.5472046,22.64883013,0,0
699,Plant 1,2020,5,22,22,45,0,0,23.2145264,21.71909187,0,0
700,Plant 1,2020,5,22,23,0,0,0,22.36105533,20.86307993,0,0
701,Plant 1,2020,5,22,23,15,0,0,21.64112767,20.3276652,0,0
702,Plant 1,2020,5,22,23,30,0,0,21.5649028,20.2063374,0,-131.6883117
703,Plant 1,2020,5,22,23,45,0,0,21.6055196,20.35003867,0,-2908.489448
704,Plant 1,2020,5,23,0,0,0,0,21.7191894,20.4714396,0,-214.140422
705,Plant 1,2020,5,23,0,15,0,0,21.708895,20.60203114,0,0
706,Plant 1,2020,5,23,0,30,0,0,21.62087,20.55178627,0,0
707,Plant 1,2020,5,23,0,45,0,0,21.57502653,20.51141367,0,0
708,Plant 1,2020,5,23,1,0,0,0,21.45861,20.4058044,0,0
709,Plant 1,2020,5,23,1,15,0,0,21.4710388,20.32331333,0,0
710,Plant 1,2020,5,23,1,30,0,0,21.5340616,20.32050367,0,0
711,Plant 1,2020,5,23,1,45,0,0,21.66905527,20.44411613,0,0
712,Plant 1,2020,5,23,2,0,0,0,21.74084267,20.4955098,0,0
713,Plant 1,2020,5,23,2,15,0,0,21.76986257,20.55575543,0,0
714,Plant 1,2020,5,23,2,30,0,0,21.85171307,20.58702,0,0
715,Plant 1,2020,5,23,2,45,0,0,21.8916116,20.52848733,0,0
716,Plant 1,2020,5,23,3,0,0,0,21.88433427,20.38968507,0,0
717,Plant 1,2020,5,23,3,15,0,0,21.89636627,20.63468427,0,0
718,Plant 1,2020,5,23,3,30,0,0,21.96396693,20.9058836,0,0
719,Plant 1,2020,5,23,3,45,0,0,22.0309366,21.0314534,0,0
720,Plant 1,2020,5,23,4,0,0,0,22.12817387,21.08964233,0,0
721,Plant 1,2020,5,23,4,15,0,0,22.1400958,21.1670512,0,0
722,Plant 1,2020,5,23,4,30,0,0,22.049833,21.14354157,0,0
723,Plant 1,2020,5,23,4,45,0,0,21.97495927,21.07260333,0,0
724,Plant 1,2020,5,23,5,0,0,0,21.92008673,21.01280927,0,25.5530303
725,Plant 1,2020,5,23,6,45,666.1681818,64.52242424,22.34462992,22.08666242,0.045444284,17.71158009
726,Plant 1,2020,5,23,7,0,1016.706169,98.79131494,22.4054382,22.98853347,0.069788371,35.06574675
727,Plant 1,2020,5,23,7,15,2073.673701,203.1690747,22.7378764,24.8963014,0.14642804,66.52435065
728,Plant 1,2020,5,23,7,30,3198.170455,314.2811688,23.20470971,27.90720493,0.229117356,85.08847403
729,Plant 1,2020,5,23,7,45,3728.382305,366.4176136,23.51787007,30.98489829,0.269133058,95.09172078
730,Plant 1,2020,5,23,8,0,4425.679383,434.3886364,23.89814073,33.29091187,0.324540905,130.8855519
731,Plant 1,2020,5,23,8,15,6644.621753,650.7798701,24.70578207,38.03775433,0.494561593,189.1168831
732,Plant 1,2020,5,23,8,30,7849.901786,768.4260552,25.81000987,43.5907308,0.589507021,187.5803571
733,Plant 1,2020,5,23,8,45,7656.704545,749.5895292,26.36562707,43.806378,0.569132588,194.1688312
734,Plant 1,2020,5,23,9,0,8212.416396,803.7519481,26.8544944,44.58149807,0.613795423,208.9212663
735,Plant 1,2020,5,23,9,15,8879.974026,868.7753247,27.2721314,46.69365013,0.662568909,216.1810065
736,Plant 1,2020,5,23,9,30,8115.478084,794.1367695,27.64303787,47.786619,0.617462953,190.0787338
737,Plant 1,2020,5,23,9,45,9127.615259,892.2843344,27.7038965,45.23483279,0.710976275,238.5900973
738,Plant 1,2020,5,23,10,0,9034.304383,883.5528409,28.0741658,48.9580262,0.673764746,211.9107144
739,Plant 1,2020,5,23,10,15,8796.853084,860.4326299,28.02329087,47.408421,0.636148061,218.4991884
740,Plant 1,2020,5,23,10,30,8742.806818,854.9265422,28.12365527,48.69280567,0.613675433,214.3839284
741,Plant 1,2020,5,23,10,45,9821.480519,959.1354708,28.60254713,49.08473493,0.816837565,249.2053572
742,Plant 1,2020,5,23,11,0,10463.21185,1021.487094,28.8662964,52.901754,0.801174743,284.945617
743,Plant 1,2020,5,23,11,15,12523.82711,1221.301218,29.49615867,56.45879507,0.968808626,306.6501622
744,Plant 1,2020,5,23,11,30,12689.81331,1237.503734,30.03040367,59.87759193,0.984191867,313.3896104
745,Plant 1,2020,5,23,11,45,12858.79951,1253.867208,30.45237293,60.19193786,1.003704404,303.7305195
746,Plant 1,2020,5,23,12,0,12569.46753,1225.763312,30.6108378,58.55042527,0.962423294,318.8961038
747,Plant 1,2020,5,23,12,15,13293.78815,1296.222808,31.26550907,63.3418294,1.112296618,312.1071429
748,Plant 1,2020,5,23,12,30,11950.43344,1166.19237,31.12965493,65.54571367,0.954939324,254.5746753
749,Plant 1,2020,5,23,12,45,8989.431818,879.4284903,31.10980833,58.53033853,0.667887738,235.5551947
750,Plant 1,2020,5,23,13,0,10771.45617,1052.193344,31.30430727,55.53702407,0.79165527,279.6891235
751,Plant 1,2020,5,23,13,15,11643.06331,1136.357468,32.266697,58.0866006,0.8927997,281.6103895
752,Plant 1,2020,5,23,13,30,12035.33198,1173.822159,32.17408047,59.10431307,0.936060081,299.9042209
753,Plant 1,2020,5,23,13,45,12520.44156,1220.927516,32.819391,62.57647933,0.990084947,294.5292206
754,Plant 1,2020,5,23,14,0,10333.95698,1009.526623,33.13893986,60.39023079,0.781591082,212.4837664
755,Plant 1,2020,5,23,14,15,8063.851461,789.2722403,32.61264433,53.1639342,0.594541025,192.3928571
756,Plant 1,2020,5,23,14,30,7522.633928,736.5112013,32.7458558,51.32743773,0.545487636,179.6501623
757,Plant 1,2020,5,23,14,45,7147.672078,699.9380682,32.59839073,48.281022,0.506232433,157.7621754
758,Plant 1,2020,5,23,15,0,5925.718344,580.6081169,32.41062673,46.36569013,0.404082071,173.323052
759,Plant 1,2020,5,23,15,15,7587.416396,742.7007305,32.6603392,46.35074433,0.485598238,198.5689935
760,Plant 1,2020,5,23,15,30,8933.726461,874.0030032,33.28802473,49.761794,0.629991737,200.7840909
761,Plant 1,2020,5,23,15,45,7462.963474,730.6834416,33.33569327,49.51272193,0.536217651,168.2248377
762,Plant 1,2020,5,23,16,0,6499.3125,636.656737,33.42402007,48.90967671,0.49096055,156.086039
763,Plant 1,2020,5,23,16,15,5868.397727,575.0921266,32.66607667,47.12369613,0.445159327,134.4050325
764,Plant 1,2020,5,23,16,30,5514.954545,540.5573864,32.16037607,43.64397813,0.389096695,119.6461038
765,Plant 1,2020,5,23,16,45,4040.875812,396.9771104,31.88587833,41.1847028,0.297883785,90.83035723
766,Plant 1,2020,5,23,17,0,3313.864448,325.6685065,31.26597493,37.7911072,0.246215918,74.64529223
767,Plant 1,2020,5,23,17,15,2802.415584,274.9590909,30.80819907,35.76615827,0.208118043,59.9569805
768,Plant 1,2020,5,23,17,30,2031.69237,199.1768669,30.17164893,33.8750304,0.145127319,43.09009736
769,Plant 1,2020,5,23,17,45,1568.487013,153.4046266,29.63169753,32.23251347,0.112240971,35.698052
770,Plant 1,2020,5,23,18,0,1303.094968,126.8945617,29.4934264,31.51618653,0.0927983,23.44480518
771,Plant 1,2020,5,23,18,15,574.411526,55.62751623,29.02422,29.90827521,0.041247225,6.433441545
772,Plant 1,2020,5,23,18,30,32.60551948,3.145048701,28.4694946,27.9880758,0.005057944,0.071428545
773,Plant 1,2020,5,23,18,45,0,0,28.13610413,26.83467813,9.44485645999999e-05,0
774,Plant 1,2020,5,23,19,0,0,0,27.82643613,26.21776333,0,0
775,Plant 1,2020,5,23,19,15,0,0,27.58875313,25.79447813,0,0
776,Plant 1,2020,5,23,19,30,0,0,27.35458573,25.6334656,0,0
777,Plant 1,2020,5,23,19,45,0,0,27.17084367,25.5926656,0,0
778,Plant 1,2020,5,23,20,0,0,0,26.9254904,25.39993487,0,0
779,Plant 1,2020,5,23,20,15,0,0,26.74023647,25.1433514,0,0
780,Plant 1,2020,5,23,20,30,0,0,26.542622,24.7157135,0,0
781,Plant 1,2020,5,23,20,45,0,0,26.3805358,24.4444234,0,0
782,Plant 1,2020,5,23,21,0,0,0,26.2500794,24.09205927,0,0
783,Plant 1,2020,5,23,21,15,0,0,26.0939412,23.79168307,0,0
784,Plant 1,2020,5,23,21,30,0,0,26.03558967,24.02270507,0,0
785,Plant 1,2020,5,23,22,0,0,0,25.7736,23.732849,0,0
786,Plant 1,2020,5,23,22,15,0,0,25.65490107,23.44927553,0,0
787,Plant 1,2020,5,23,22,30,0,0,25.48866567,23.10393673,0,0
788,Plant 1,2020,5,23,22,45,0,0,25.33885487,22.97926447,0,0
789,Plant 1,2020,5,23,23,0,0,0,25.1337626,22.6813252,0,0
790,Plant 1,2020,5,23,23,15,0,0,24.969698,22.49412027,0,0
791,Plant 1,2020,5,23,23,30,0,0,24.83809343,22.50972636,0,-717.6103896
792,Plant 1,2020,5,23,23,45,0,0,24.81882947,22.46718547,0,-7460.574675
793,Plant 1,2020,5,24,0,0,0,0,24.6906805,22.17558057,0,-309.4512987
794,Plant 1,2020,5,24,0,15,0,0,24.53854767,21.8853208,0,0
795,Plant 1,2020,5,24,0,30,0,0,24.32740287,21.63398227,0,0
796,Plant 1,2020,5,24,0,45,0,0,24.2539612,21.66131587,0,0
797,Plant 1,2020,5,24,1,0,0,0,24.2181986,21.77575673,0,0
798,Plant 1,2020,5,24,1,15,0,0,24.21133627,21.765153,0,0
799,Plant 1,2020,5,24,1,30,0,0,24.305967,22.21917064,0,0
800,Plant 1,2020,5,24,1,45,0,0,24.47437553,22.92282107,0,0
801,Plant 1,2020,5,24,2,0,0,0,24.56653033,23.14752193,0,0
802,Plant 1,2020,5,24,2,15,0,0,24.6126954,22.74956053,0,0
803,Plant 1,2020,5,24,2,30,0,0,24.40130207,22.16255073,0,0
804,Plant 1,2020,5,24,2,45,0,0,24.0961324,21.32203767,0,0
805,Plant 1,2020,5,24,3,0,0,0,24.0066,21.19337573,0,0
806,Plant 1,2020,5,24,3,15,0,0,23.98470873,21.2534078,0,0
807,Plant 1,2020,5,24,3,30,0,0,23.96986843,21.36453693,0,0
808,Plant 1,2020,5,24,3,45,0,0,23.9593852,21.59707647,0,0
809,Plant 1,2020,5,24,4,0,0,0,23.91781213,21.46754153,0,0
810,Plant 1,2020,5,24,4,15,0,0,23.90087887,21.4937948,0,0
811,Plant 1,2020,5,24,4,30,0,0,23.7752706,21.23782533,0,0
812,Plant 1,2020,5,24,4,45,0,0,23.661442,20.761668,0,0
813,Plant 1,2020,5,24,5,0,0,0,23.62378547,20.63524373,0,0
814,Plant 1,2020,5,24,5,15,0,0,23.49081827,20.40563353,0,0
815,Plant 1,2020,5,24,5,30,0,0,23.31950379,20.1904755,0,0
816,Plant 1,2020,5,24,5,45,0,0,23.2451844,20.09380067,0.00061992,0.678571429
817,Plant 1,2020,5,24,6,0,108.088474,10.4336039,23.15111687,20.11391393,0.009617814,5.99512987
818,Plant 1,2020,5,24,6,15,400.2654221,38.69366883,23.35637213,20.837968,0.029113553,13.40422078
819,Plant 1,2020,5,24,6,30,743.8482143,72.11704546,23.665861,22.09361387,0.052356912,23.13636364
820,Plant 1,2020,5,24,6,45,1191.961039,115.9378247,24.0184102,23.685199,0.086237195,35.77435065
821,Plant 1,2020,5,24,7,0,1765.188312,172.8828734,24.41668487,25.7537374,0.153685394,51.43506493
822,Plant 1,2020,5,24,7,15,2435.571429,238.8409903,24.85792633,28.00296627,0.205239105,68.70698052
823,Plant 1,2020,5,24,7,30,3208.86526,315.2611201,25.38981333,30.64478967,0.26604703,87.42045454
824,Plant 1,2020,5,24,7,45,4002.279221,393.1078734,25.92083964,33.56302543,0.323376125,109.5592533
825,Plant 1,2020,5,24,8,0,4804.956981,471.2207792,26.23174233,35.39754653,0.372736435,117.7086039
826,Plant 1,2020,5,24,8,15,5228.188312,512.5006493,26.3079448,35.30504147,0.361205644,154.2443182
827,Plant 1,2020,5,24,8,30,6971.836851,682.7644481,26.6822978,38.64299933,0.535740481,147.1420455
828,Plant 1,2020,5,24,8,45,5189.521104,508.8203734,26.76338493,39.07146407,0.363704941,150.8920454
829,Plant 1,2020,5,24,9,0,7541.143669,738.1929383,27.15253713,40.39757687,0.565662541,174.9082792
830,Plant 1,2020,5,24,9,15,6865.868507,672.3329545,27.40404467,41.31692333,0.418877103,194.9172079
831,Plant 1,2020,5,24,9,30,8179.335227,800.2708604,27.86412947,43.6938172,0.56387132,179.1282467
832,Plant 1,2020,5,24,9,45,6300.107143,617.0616883,27.86592971,42.94935371,0.51719428,163.6396104
833,Plant 1,2020,5,24,10,0,7257.344967,710.2408279,28.24258627,43.05883393,0.580464617,177.3887987
834,Plant 1,2020,5,24,10,15,8464.868507,827.400487,28.48883253,43.78831387,0.585474618,223.252435
835,Plant 1,2020,5,24,10,30,9347.205357,913.0534091,28.98237107,47.528133,0.716702273,255.3538962
836,Plant 1,2020,5,24,10,45,11700.78166,1141.614529,29.52840573,52.17277807,0.883387189,287.0795454
837,Plant 1,2020,5,24,11,0,10730.69237,1047.587338,29.893628,56.5491456,0.775802707,250.3969156
838,Plant 1,2020,5,24,11,15,11173.23782,1090.347565,30.16676853,54.67960167,0.867912751,291.073052
839,Plant 1,2020,5,24,11,30,11599.21185,1131.755844,30.64815267,58.19227473,0.958720827,294.7491884
840,Plant 1,2020,5,24,11,45,11600.58523,1131.719399,31.08613807,57.58173707,0.856888655,270.648539
841,Plant 1,2020,5,24,12,0,11908.80195,1161.729221,30.96598713,58.3223184,0.966907858,303.153409
842,Plant 1,2020,5,24,12,15,12565.83036,1225.345292,31.85976967,60.33080693,0.975826763,294.5982143
843,Plant 1,2020,5,24,12,30,11646.58847,1136.324594,31.85876867,60.43083147,0.948907113,287.9602273
844,Plant 1,2020,5,24,12,45,12053.91396,1175.798133,32.2687516,61.34530853,0.942141783,297.7353896
845,Plant 1,2020,5,24,13,0,12166.87825,1186.621834,32.5261004,61.74372393,0.939353365,294.3887987
846,Plant 1,2020,5,24,13,15,11874.81818,1158.255925,32.84859033,60.95937107,0.919379874,268.1826298
847,Plant 1,2020,5,24,13,30,9526.004058,930.1303572,33.08275936,61.57563136,0.793158236,253.984578
848,Plant 1,2020,5,24,13,45,11704.06656,1141.779383,33.32188727,57.5274762,0.847597544,252.7402598
849,Plant 1,2020,5,24,14,0,8953.835227,875.1249188,33.68083073,59.17385453,0.833392598,238.6574675
850,Plant 1,2020,5,24,14,15,10864.35552,1060.912581,33.55198987,58.27027193,0.832325577,242.674513
851,Plant 1,2020,5,24,14,30,8132.310877,795.1132305,33.78651527,56.12368147,0.666566569,199.81737
852,Plant 1,2020,5,24,14,45,9281.560065,907.6568182,33.41605233,52.4764444,0.678242495,216.3181818
853,Plant 1,2020,5,24,15,0,8751.084416,856.0930195,33.7623494,52.985213,0.684700735,190.0381494
854,Plant 1,2020,5,24,15,15,5958.073864,583.5797078,33.76130373,54.00686427,0.476600342,119.7183441
855,Plant 1,2020,5,24,15,30,3876.806818,380.4034091,33.27972207,45.37474064,0.238672855,86.73701309
856,Plant 1,2020,5,24,15,45,3060.664773,300.2556818,32.8169596,40.0954304,0.21446764,76.88798695
857,Plant 1,2020,5,24,16,0,4199.571429,411.6309253,32.72800313,38.61097187,0.287300781,116.3887988
858,Plant 1,2020,5,24,16,15,4004.39448,392.5967532,33.25120033,42.48199053,0.289585027,90.40827918
859,Plant 1,2020,5,24,16,30,3494.675325,342.7141234,32.8292944,40.12470707,0.242544795,85.21185064
860,Plant 1,2020,5,24,16,45,4037.367695,396.2172078,32.72574673,39.1215456,0.303546963,100.512987
861,Plant 1,2020,5,24,17,0,4000.795454,393.0890422,32.85508647,40.3697468,0.294731461,81.99837655
862,Plant 1,2020,5,24,17,15,2630.446429,258.0987825,32.51563893,38.29546747,0.199998688,52.974026
863,Plant 1,2020,5,24,17,30,1740.848214,170.4356331,31.9316625,35.02001971,0.13731327,34.17694805
864,Plant 1,2020,5,24,17,45,1091.063312,106.0606331,31.36695347,32.59263687,0.088127082,20.65422082
865,Plant 1,2020,5,24,18,0,611.9813312,59.25478896,30.75914113,30.54561567,0.045607709,11.72159086
866,Plant 1,2020,5,24,18,15,372.9967533,36.04561688,30.156077,29.0945292,0.026994183,6.510552045
867,Plant 1,2020,5,24,18,30,149.9448052,14.47378247,29.6914124,28.06063633,0.01128363,1.262175273
868,Plant 1,2020,5,24,18,45,0,0,29.19390867,27.26012787,0.001265866,0
869,Plant 1,2020,5,24,19,0,0,0,28.8050252,26.64863687,0,0
870,Plant 1,2020,5,24,19,15,0,0,28.41945813,26.3571066,0,0
871,Plant 1,2020,5,24,19,30,0,0,28.04134036,26.15662057,0,0
872,Plant 1,2020,5,24,19,45,0,0,27.72182007,25.95293373,0,0
873,Plant 1,2020,5,24,20,0,0,0,27.46389373,26.05951547,0,0
874,Plant 1,2020,5,24,20,15,0,0,27.12241393,25.59638287,0,0
875,Plant 1,2020,5,24,20,30,0,0,26.93866167,25.4765034,0,0
876,Plant 1,2020,5,24,20,45,0,0,26.813499,25.44114807,0,0
877,Plant 1,2020,5,24,21,0,0,0,26.7214192,24.9726014,0,0
878,Plant 1,2020,5,24,21,15,0,0,26.061617,23.8103068,0,0
879,Plant 1,2020,5,24,21,30,0,0,25.32423829,23.21858671,0,0
880,Plant 1,2020,5,24,21,45,0,0,25.05556433,23.1519184,0,0
881,Plant 1,2020,5,24,22,0,0,0,24.84250287,23.14363193,0,0
882,Plant 1,2020,5,24,22,15,0,0,24.7625794,23.2487568,0,0
883,Plant 1,2020,5,24,22,30,0,0,24.6506064,23.19892173,0,0
884,Plant 1,2020,5,24,22,45,0,0,24.4036906,23.26634107,0,0
885,Plant 1,2020,5,24,23,0,0,0,24.30899047,23.1665956,0,0
886,Plant 1,2020,5,24,23,15,0,0,24.17554313,22.93040773,0,0
887,Plant 1,2020,5,24,23,30,0,0,24.16959721,22.92681036,0,-634.4155844
888,Plant 1,2020,5,24,23,45,0,0,23.77793187,22.76066687,0,-7082.644481
889,Plant 1,2020,5,25,0,0,0,0,23.52398087,22.53725387,0,-236.9853896
890,Plant 1,2020,5,25,0,15,0,0,23.57631227,22.5190776,0,0
891,Plant 1,2020,5,25,0,30,0,0,23.79398807,22.6662274,0,0
892,Plant 1,2020,5,25,0,45,0,0,23.82386273,22.74333293,0,0
893,Plant 1,2020,5,25,1,0,0,0,23.81315727,22.72366927,0,0
894,Plant 1,2020,5,25,1,15,0,0,23.8431722,22.72266247,0,0
895,Plant 1,2020,5,25,1,30,0,0,23.7696665,22.55624171,0,0
896,Plant 1,2020,5,25,1,45,0,0,23.74944667,22.52036333,0,0
897,Plant 1,2020,5,25,2,0,0,0,23.74525333,22.56290467,0,0
898,Plant 1,2020,5,25,2,15,0,0,23.7231018,22.5175476,0,0
899,Plant 1,2020,5,25,2,30,0,0,23.66042487,22.52868047,0,0
900,Plant 1,2020,5,25,2,45,0,0,23.56479287,22.4498474,0,0
901,Plant 1,2020,5,25,3,0,0,0,23.53508313,22.328715,0,0
902,Plant 1,2020,5,25,3,15,0,0,23.55293973,22.28171787,0,0
903,Plant 1,2020,5,25,3,30,0,0,23.5656494,22.25478333,0,0
904,Plant 1,2020,5,25,3,45,0,0,23.53911914,22.20156636,0,0
905,Plant 1,2020,5,25,4,0,0,0,23.4719544,22.1696574,0,0
906,Plant 1,2020,5,25,4,15,0,0,23.386021,22.07391967,0,0
907,Plant 1,2020,5,25,4,30,0,0,23.4240112,22.17654227,0,0
908,Plant 1,2020,5,25,4,45,0,0,23.45262647,22.16496173,0,0
909,Plant 1,2020,5,25,5,0,0,0,23.35825587,21.58138833,0,0
910,Plant 1,2020,5,25,5,15,0,0,23.18258253,21.20090727,0,0
911,Plant 1,2020,5,25,5,30,0,0,23.065572,20.99004933,0,0
912,Plant 1,2020,5,25,6,0,0,0,22.90438138,21.01892315,0.01427183,2.983766234
913,Plant 1,2020,5,25,6,15,409.9496753,39.64269481,23.01654486,21.45331457,0.033140704,13.43425325
914,Plant 1,2020,5,25,6,30,722.3668831,70.02475649,23.31243287,22.07806387,0.050611544,22.72646104
915,Plant 1,2020,5,25,6,45,1176.62013,114.4335227,23.51573693,22.768512,0.083218589,34.67857143
916,Plant 1,2020,5,25,7,0,1725.631493,168.968263,23.78894047,23.57560827,0.148654634,50.89042207
917,Plant 1,2020,5,25,7,15,2440.326299,239.3269481,24.0009094,25.62175893,0.203633949,65.14366885
918,Plant 1,2020,5,25,7,30,2747.045455,269.6,24.3116068,28.33232007,0.202892965,74.5689935
919,Plant 1,2020,5,25,7,45,3617.005682,355.1090909,24.44554647,30.010496,0.281274971,91.97646104
920,Plant 1,2020,5,25,8,0,3484.292208,341.8909091,24.68875133,31.77211313,0.242093163,112.273539
921,Plant 1,2020,5,25,8,15,5902.4375,578.3863636,24.93150013,34.9920044,0.444573009,153.5121753
922,Plant 1,2020,5,25,8,30,6674.694805,653.7863636,25.73379057,40.25765564,0.504731108,173.4480519
923,Plant 1,2020,5,25,8,45,7423.767045,726.8630682,26.3876404,43.30431733,0.557017175,192.4675324
924,Plant 1,2020,5,25,9,0,8257.363636,808.1292208,26.97056067,45.55024,0.618225763,210.8733767
925,Plant 1,2020,5,25,9,15,8921.3125,872.80625,27.71488233,48.363682,0.670448718,225.762987
926,Plant 1,2020,5,25,9,30,9510.824675,930.1902597,28.17348427,49.310594,0.714761605,237.1704546
927,Plant 1,2020,5,25,9,45,10094.31169,986.9493507,28.5507568,51.14308473,0.763036357,253.0454545
928,Plant 1,2020,5,25,10,0,10496.36607,1026.001948,28.6851826,52.74471267,0.802427213,253.8417208
929,Plant 1,2020,5,25,10,15,10494.23701,1025.462338,29.21775093,53.5014138,0.834156639,263.6915584
930,Plant 1,2020,5,25,10,30,11178.57549,1091.53125,29.56794647,55.37232273,0.862766473,277.1915584
931,Plant 1,2020,5,25,10,45,11630.76623,1134.741721,29.84079429,58.03428871,0.891731504,288.3904221
932,Plant 1,2020,5,25,11,0,11877.93994,1158.538555,30.38230993,59.35841487,0.913182093,290.2849026
933,Plant 1,2020,5,25,11,15,12062.88474,1176.436607,30.98658047,60.1309834,0.928844529,298.2978895
934,Plant 1,2020,5,25,11,30,12276.34416,1197.121591,31.03626907,60.58494867,0.947984686,300.1737014
935,Plant 1,2020,5,25,11,45,12483.78003,1217.251055,31.56218267,58.13640527,0.958795863,306.8352272
936,Plant 1,2020,5,25,12,0,12499.33847,1218.755682,31.59730213,58.96815807,0.965225899,304.8043831
937,Plant 1,2020,5,25,12,15,12592.08442,1227.787013,32.02379753,58.25814227,0.970586436,307.049513
938,Plant 1,2020,5,25,12,30,12564.84659,1225.134091,32.30198567,58.66611747,0.966616829,305.781656
939,Plant 1,2020,5,25,12,45,12447.59091,1213.744156,32.3679245,60.75254,0.960006299,303.3092531
940,Plant 1,2020,5,25,13,0,12292.22727,1198.678977,32.78869213,60.10255927,0.945328505,299.2307901
941,Plant 1,2020,5,25,13,15,11928.03355,1163.293939,33.25482186,60.86849729,0.913050096,283.3170995
942,Plant 1,2020,5,25,13,30,11401.59416,1113.105844,33.4319154,60.25882147,0.865835723,280.8189935
943,Plant 1,2020,5,25,13,45,11634.65503,1135.120617,33.4819584,59.38402527,0.879347218,278.9180195
944,Plant 1,2020,5,25,14,0,11383.25081,1111.184821,33.32365333,58.80879913,0.860723365,269.7849025
945,Plant 1,2020,5,25,14,15,10534.7776,1029.751948,33.5405356,59.1779296,0.799901935,253.818182
946,Plant 1,2020,5,25,14,30,10121.73133,989.5306006,33.7554728,56.66007293,0.743142924,234.2686688
947,Plant 1,2020,5,25,14,45,9376.719156,916.9702922,34.09684771,54.98997743,0.760303092,235.4821429
948,Plant 1,2020,5,25,15,0,10099.92208,987.4981331,34.38259667,57.54735093,0.754912153,235.4366883
949,Plant 1,2020,5,25,15,15,8880.358766,868.7804383,34.23293673,54.87144167,0.677356737,198.1233766
950,Plant 1,2020,5,25,15,30,7893.991071,772.6325487,34.278066,49.94577213,0.504949281,208.5876623
951,Plant 1,2020,5,25,15,45,8508.495942,832.5851461,34.62947793,50.88533153,0.629445343,200.5990259
952,Plant 1,2020,5,25,16,0,7667.707792,750.612987,34.7056704,51.99498913,0.551405086,140.8814935
953,Plant 1,2020,5,25,16,15,4323.130682,424.4227273,34.31009747,46.1497108,0.306095652,81.91071427
954,Plant 1,2020,5,25,16,30,1975.746753,193.5805195,33.7051188,39.0915042,0.133736274,37.57224027
955,Plant 1,2020,5,25,16,45,1327.090909,129.1352273,32.85124421,34.75786921,0.087811558,29.83035714
956,Plant 1,2020,5,25,17,0,1132.051948,110.0551948,32.63336773,33.21449167,0.075544088,26.21509741
957,Plant 1,2020,5,25,17,15,973.4772727,94.56931818,32.45497007,32.52092453,0.067454052,20.55762973
958,Plant 1,2020,5,25,17,30,698.3571429,67.66688312,32.2224836,31.91202193,0.050618351,13.48295468
959,Plant 1,2020,5,25,17,45,487.4342532,47.14342533,30.90656127,30.83225113,0.036754939,11.79464282
960,Plant 1,2020,5,25,18,0,430.8887987,41.65673701,29.40557853,28.88499353,0.032407943,7.971590955
961,Plant 1,2020,5,25,18,15,225.6152597,21.78319805,28.77471533,27.36364733,0.016571363,3.115259818
962,Plant 1,2020,5,25,18,30,33.90746753,3.271103896,27.8907064,26.16618667,0.003801943,0.129058364
963,Plant 1,2020,5,25,18,45,0,0,27.1471252,25.1309936,4.98541244e-05,0
964,Plant 1,2020,5,25,19,0,0,0,26.84466329,24.81299036,0,0
965,Plant 1,2020,5,25,19,15,0,0,26.80380247,24.55861207,0,0
966,Plant 1,2020,5,25,19,30,0,0,26.5296794,23.8296754,0,0
967,Plant 1,2020,5,25,19,45,0,0,26.13919673,23.17435507,0,0
968,Plant 1,2020,5,25,20,0,0,0,25.98317053,22.6132344,0,0
969,Plant 1,2020,5,25,20,15,0,0,25.92591347,22.99613853,0,0
970,Plant 1,2020,5,25,20,30,0,0,26.3512246,24.13337607,0,0
971,Plant 1,2020,5,25,20,45,0,0,26.67003993,25.02776693,0,0
972,Plant 1,2020,5,25,21,0,0,0,26.74988007,25.32339464,0,0
973,Plant 1,2020,5,25,21,15,0,0,26.74337147,25.45649007,0,0
974,Plant 1,2020,5,25,21,30,0,0,25.05998927,25.02782793,0,0
975,Plant 1,2020,5,25,21,45,0,0,23.2322306,23.09873853,0,0
976,Plant 1,2020,5,25,22,0,0,0,22.50070593,21.93613867,0,0
977,Plant 1,2020,5,25,22,15,0,0,22.44423013,21.5962768,0,0
978,Plant 1,2020,5,25,22,30,0,0,22.48285327,21.49008393,0,0
979,Plant 1,2020,5,25,22,45,0,0,22.54673253,21.02742533,0,0
980,Plant 1,2020,5,25,23,0,0,0,22.53863333,20.3957946,0,0
981,Plant 1,2020,5,25,23,15,0,0,22.499492,20.06586143,0,0
982,Plant 1,2020,5,25,23,30,0,0,22.4707174,19.81819447,0,-686.8636364
983,Plant 1,2020,5,25,23,45,0,0,22.384967,19.7203308,0,-7800.04789
984,Plant 1,2020,5,26,0,0,0,0,22.32996413,19.76913853,0,-279.5430195
985,Plant 1,2020,5,26,0,15,0,0,22.26612553,19.9242026,0,0
986,Plant 1,2020,5,26,0,30,0,0,22.27712807,19.96756607,0,0
